39, 13, Never-married, Adm-clerical, Not-in-family, White, 0, 40, United-States, <=50K
31,13, Never-married, Exec-managerial, Not-in-family, White,0,50, United-States, >50K
46,7, Married-civ-spouse, Other-service, Husband, Black,0,40, United-States, >50K
25,9, Never-married, Adm-clerical, Other-relative, White,0,40, United-States, <=50K
47,9, Married-civ-spouse, Machine-op-inspct, Husband, White,0,40, United-States, <=50K
26,13, Married-civ-spouse, Prof-specialty, Husband, White,0,50, ?, <=50K
30,9, Married-civ-spouse, Transport-moving, Husband, White,0,40, United-States, <=50K
48,9, Married-civ-spouse, Craft-repair, Husband, White,0,40, United-States, <=50K
22,10, Never-married, Other-service, Own-child, Black,0,40, United-States, <=50K
32,10, Married-civ-spouse, Craft-repair, Husband, White,0,30, United-States, <=50K
33,16, Never-married, Prof-specialty, Not-in-family, White,0,45, United-States, >50K
31,9, Married-civ-spouse, Other-service, Husband, White,0,40, United-States, <=50K
43,10, Married-civ-spouse, Other-service, Wife, White,0,20, England, >50K
26,11, Never-married, Other-service, Not-in-family, White,0,40, United-States, <=50K
34,9, Married-civ-spouse, Farming-fishing, Husband, Black,0,40, United-States, <=50K
50,13, Married-civ-spouse, Prof-specialty, Wife, White,0,40, United-States, >50K
30,9, Separated, Adm-clerical, Unmarried, Black,0,40, United-States, <=50K
17,7, Never-married, Other-service, Own-child, White,0,20, United-States, <=50K
35,14, Never-married, Prof-specialty, Own-child, Black,0,40, United-States, <=50K
29,10, Married-civ-spouse, Craft-repair, Husband, White,0,40, United-States, <=50K
27,12, Married-civ-spouse, Adm-clerical, Husband, White,0,40, El-Salvador, <=50K
32,13, Married-civ-spouse, Exec-managerial, Husband, Black,0,40, ?, <=50K
34,13, Never-married, Sales, Own-child, White,0,40, United-States, >50K
32,9, Separated, Handlers-cleaners, Not-in-family, White,0,40, United-States, <=50K
47,10, Divorced, Adm-clerical, Unmarried, White,0,40, United-States, <=50K
40,10, Never-married, Sales, Not-in-family, White,0,40, United-States, <=50K
26,11, Never-married, Other-service, Not-in-family, White,0,40, United-States, <=50K
30,9, Never-married, Other-service, Not-in-family, White,0,40, Ireland, <=50K
54,9, Divorced, Craft-repair, Not-in-family, White,0,40, United-States, <=50K
53,13, Married-civ-spouse, Prof-specialty, Husband, White,0,55, United-States, >50K
38,13, Married-civ-spouse, Exec-managerial, Husband, White,0,40, ?, >50K
43,4, Separated, Farming-fishing, Not-in-family, Black,0,40, United-States, <=50K
25,10, Never-married, Farming-fishing, Own-child, White,0,20, United-States, <=50K
39,9, Married-civ-spouse, Craft-repair, Husband, White,0,40, United-States, <=50K
57,9, Married-civ-spouse, Transport-moving, Husband, White,0,25, United-States, >50K
47,9, Married-civ-spouse, Other-service, Husband, White,0,34, United-States, <=50K
45,9, Divorced, Other-service, Other-relative, Black,0,35, United-States, <=50K
24,13, Never-married, Prof-specialty, Not-in-family, White,0,40, United-States, <=50K
32,6, Divorced, Craft-repair, Not-in-family, White,0,40, United-States, <=50K
25,10, Never-married, Sales, Not-in-family, White,0,35, United-States, <=50K
57,3, Separated, Machine-op-inspct, Not-in-family, White,0,40, United-States, <=50K
28,13, Married-civ-spouse, Prof-specialty, Wife, White,1977,24, United-States, >50K
28,9, Married-civ-spouse, Sales, Husband, White,0,51, Cuba, <=50K
27,13, Never-married, Prof-specialty, Not-in-family, White,0,55, United-States, <=50K
28,13, Never-married, Adm-clerical, Not-in-family, White,0,20, United-States, <=50K
74,2, Married-civ-spouse, ?, Husband, Black,0,40, United-States, <=50K
44,9, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander,0,42, Japan, <=50K
27,9, Never-married, Machine-op-inspct, Own-child, White,0,45, United-States, <=50K
61,13, Married-civ-spouse, Exec-managerial, Husband, White,0,40, United-States, <=50K
25,7, Never-married, Other-service, Not-in-family, White,0,99, United-States, <=50K
28,5, Never-married, Handlers-cleaners, Own-child, Black,0,24, United-States, <=50K
20,10, Never-married, Craft-repair, Own-child, White,0,40, United-States, <=50K
33,11, Never-married, Sales, Own-child, Asian-Pac-Islander,0,40, Philippines, <=50K
38,9, Divorced, Other-service, Not-in-family, White,0,40, United-States, <=50K
31,9, Never-married, Sales, Unmarried, Black,0,25, United-States, <=50K
40,14, Never-married, Prof-specialty, Not-in-family, White,0,45, United-States, >50K
43,10, Married-civ-spouse, Exec-managerial, Husband, White,0,55, United-States, >50K
38,14, Married-civ-spouse, Exec-managerial, Husband, White,0,60, United-States, >50K
19,10, Never-married, Exec-managerial, Own-child, Black,0,30, United-States, <=50K
56,12, Married-civ-spouse, Other-service, Husband, White,0,50, United-States, <=50K
38,14, Divorced, Exec-managerial, Not-in-family, White,0,45, United-States, >50K
30,13, Married-civ-spouse, ?, Wife, White,0,4, United-States, <=50K
22,9, Married-civ-spouse, Priv-house-serv, Wife, White,0,40, United-States, <=50K
18,9, Never-married, Other-service, Own-child, White,0,25, United-States, <=50K
68,10, Widowed, Other-service, Not-in-family, White,0,20, United-States, <=50K
35,11, Divorced, Transport-moving, Not-in-family, White,0,50, United-States, <=50K
42,4, Married-civ-spouse, Other-service, Other-relative, Asian-Pac-Islander,0,48, ?, <=50K
32,6, Divorced, Craft-repair, Unmarried, White,0,40, United-States, <=50K
43,10, Married-civ-spouse, Prof-specialty, Wife, White,0,40, United-States, >50K
30,6, Never-married, Machine-op-inspct, Unmarried, Black,0,40, United-States, <=50K
62,10, Married-civ-spouse, Tech-support, Husband, White,0,24, United-States, <=50K
38,11, Married-civ-spouse, Machine-op-inspct, Husband, White,0,40, United-States, <=50K
27,9, Never-married, Handlers-cleaners, Own-child, White,0,40, United-States, <=50K
28,16, Never-married, Prof-specialty, Not-in-family, White,0,60, Germany, >50K
26,11, Never-married, Other-service, Not-in-family, White,0,40, United-States, <=50K
21,10, Never-married, Machine-op-inspct, Own-child, White,0,20, United-States, <=50K
19,9, Never-married, Other-service, Other-relative, Black,0,40, United-States, <=50K
20,10, Never-married, Adm-clerical, Own-child, White,0,30, United-States, <=50K
25,13, Never-married, Protective-serv, Not-in-family, Black,0,40, United-States, <=50K
28,10, Never-married, Craft-repair, Own-child, White,0,50, Columbia, <=50K
36,11, Never-married, Adm-clerical, Not-in-family, White,0,42, United-States, >50K
23,13, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo,0,40, Mexico, <=50K
24,13, Married-civ-spouse, Adm-clerical, Wife, White,0,50, United-States, <=50K
23,9, Never-married, Other-service, Not-in-family, White,0,40, United-States, <=50K
24,13, Never-married, Prof-specialty, Own-child, White,0,20, United-States, <=50K
25,9, Never-married, Other-service, Not-in-family, White,0,8, United-States, <=50K
24,9, Never-married, Machine-op-inspct, Not-in-family, White,0,40, United-States, <=50K
30,9, Married-civ-spouse, Exec-managerial, Husband, White,0,62, United-States, <=50K
26,13, Never-married, Sales, Own-child, White,0,45, ?, <=50K
62,14, Married-civ-spouse, ?, Husband, White,0,50, United-States, <=50K
36,10, Married-civ-spouse, Exec-managerial, Wife, White,0,33, United-States, <=50K
45,9, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander,0,40, Philippines, <=50K
31,12, Divorced, Sales, Unmarried, White,880,45, United-States, <=50K
34,9, Never-married, Adm-clerical, Not-in-family, White,0,48, United-States, <=50K
65,13, Married-civ-spouse, Exec-managerial, Husband, White,0,44, Mexico, >50K
42,11, Divorced, Prof-specialty, Unmarried, White,0,40, United-States, <=50K
27,15, Never-married, Prof-specialty, Not-in-family, White,0,70, United-States, <=50K
40,10, Married-civ-spouse, Sales, Wife, Black,0,40, Puerto-Rico, <=50K
53,10, Married-civ-spouse, Adm-clerical, Husband, White,0,40, United-States, >50K
54,9, Married-civ-spouse, Sales, Husband, White,0,50, United-States, >50K
30,13, Never-married, Prof-specialty, Other-relative, White,0,35, United-States, <=50K
59,9, Married-civ-spouse, Transport-moving, Husband, White,0,45, United-States, >50K
42,9, Divorced, Exec-managerial, Unmarried, White,0,55, United-States, <=50K
23,9, Never-married, Adm-clerical, Not-in-family, White,0,40, United-States, <=50K
28,13, Married-civ-spouse, Other-service, Wife, White,0,15, United-States, <=50K
20,9, Never-married, Handlers-cleaners, Own-child, White,0,40, United-States, <=50K
22,10, Never-married, Sales, Not-in-family, White,0,20, United-States, <=50K
73,13, Married-civ-spouse, ?, Husband, White,0,30, United-States, <=50K
47,10, Married-civ-spouse, Craft-repair, Husband, White,1977,40, United-States, >50K
44,10, Married-civ-spouse, Machine-op-inspct, Husband, White,0,40, United-States, <=50K
40,8, Divorced, Craft-repair, Not-in-family, White,0,40, United-States, <=50K
37,11, Married-civ-spouse, Tech-support, Wife, White,0,37, United-States, >50K
39,9, Divorced, Machine-op-inspct, Own-child, White,0,50, United-States, <=50K
49,10, Married-civ-spouse, Sales, Husband, White,0,40, United-States, >50K
44,10, Divorced, Other-service, Not-in-family, White,0,45, United-States, <=50K
27,5, Married-civ-spouse, Machine-op-inspct, Wife, White,0,37, Portugal, <=50K
50,9, Married-civ-spouse, Adm-clerical, Husband, White,0,40, United-States, <=50K
39,13, Married-civ-spouse, Prof-specialty, Husband, White,0,40, United-States, >50K
41,9, Never-married, Sales, Unmarried, Black,0,40, United-States, <=50K
55,13, Married-civ-spouse, Protective-serv, Husband, White,0,40, United-States, >50K
53,2, Married-civ-spouse, Other-service, Husband, Black,0,35, Puerto-Rico, <=50K
53,14, Divorced, Prof-specialty, Unmarried, White,0,50, United-States, <=50K
31,14, Married-civ-spouse, Exec-managerial, Husband, White,2415,70, Taiwan, >50K
21,9, Never-married, Craft-repair, Not-in-family, White,0,40, United-States, <=50K
30,9, Separated, Machine-op-inspct, Not-in-family, Black,0,40, United-States, <=50K
74,9, Widowed, ?, Not-in-family, White,0,10, United-States, <=50K
53,14, Never-married, Exec-managerial, Not-in-family, White,0,60, United-States, >50K
47,10, Married-civ-spouse, Craft-repair, Husband, White,1485,47, United-States, <=50K
60,13, Divorced, Exec-managerial, Not-in-family, White,0,40, Hungary, >50K
59,5, Separated, Machine-op-inspct, Unmarried, White,0,40, Mexico, <=50K
37,13, Never-married, Exec-managerial, Not-in-family, White,0,48, United-States, >50K
47,13, Married-civ-spouse, Craft-repair, Husband, White,1740,40, United-States, <=50K
49,5, Married-civ-spouse, Craft-repair, Husband, White,0,40, United-States, <=50K
73,10, Never-married, Prof-specialty, Other-relative, White,0,11, United-States, <=50K
58,9, Divorced, Other-service, Unmarried, Black,0,20, United-States, <=50K
18,7, Never-married, ?, Own-child, Black,0,15, United-States, <=50K
35,10, Never-married, Handlers-cleaners, Own-child, Black,0,40, United-States, <=50K
24,10, Married-civ-spouse, Prof-specialty, Wife, White,0,50, United-States, <=50K
62,9, Widowed, Adm-clerical, Not-in-family, White,0,38, United-States, <=50K
58,9, Married-civ-spouse, Adm-clerical, Wife, White,0,40, United-States, <=50K
51,10, Married-civ-spouse, Adm-clerical, Husband, White,0,40, United-States, >50K
21,9, Never-married, Sales, Own-child, Black,0,40, United-States, <=50K
30,13, Married-civ-spouse, Craft-repair, Husband, White,0,40, United-States, <=50K
27,11, Never-married, Prof-specialty, Not-in-family, White,1876,36, Canada, <=50K
25,13, Married-civ-spouse, Tech-support, Husband, White,0,40, United-States, >50K
31,9, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo,0,45, United-States, <=50K
31,9, Never-married, Other-service, Unmarried, Black,0,34, United-States, <=50K
44,10, Married-civ-spouse, Craft-repair, Husband, White,0,50, United-States, >50K
52,16, Married-civ-spouse, Prof-specialty, Husband, White,0,65, United-States, >50K
30,12, Married-civ-spouse, Sales, Husband, White,0,40, United-States, <=50K
29,9, Never-married, Transport-moving, Own-child, Black,0,40, United-States, <=50K
36,7, Divorced, Transport-moving, Not-in-family, White,0,40, United-States, <=50K
54,13, Married-civ-spouse, Farming-fishing, Husband, White,0,50, United-States, <=50K
59,10, Separated, Protective-serv, Not-in-family, White,0,40, United-States, >50K
55,10, Never-married, Adm-clerical, Not-in-family, White,0,45, United-States, <=50K
70,11, Never-married, ?, Not-in-family, White,0,30, United-States, <=50K
22,12, Never-married, Adm-clerical, Own-child, White,0,20, United-States, <=50K
42,9, Divorced, Machine-op-inspct, Not-in-family, White,0,40, United-States, <=50K
36,12, Married-civ-spouse, Sales, Wife, White,0,40, United-States, <=50K
32,13, Married-civ-spouse, Prof-specialty, Husband, White,0,40, United-States, >50K
44,4, Married-civ-spouse, Craft-repair, Husband, White,0,40, United-States, <=50K
22,9, Never-married, ?, Unmarried, Black,0,45, United-States, <=50K
25,7, Married-spouse-absent, Handlers-cleaners, Not-in-family, White,0,40, Mexico, <=50K
31,9, Married-civ-spouse, Transport-moving, Husband, White,0,50, United-States, <=50K
33,9, Never-married, Other-service, Own-child, White,0,40, United-States, <=50K
54,12, Married-civ-spouse, Sales, Husband, White,0,50, United-States, >50K
42,9, Never-married, Exec-managerial, Not-in-family, White,0,48, United-States, <=50K
49,9, Married-civ-spouse, Transport-moving, Husband, White,0,44, United-States, <=50K
30,9, Married-civ-spouse, Adm-clerical, Husband, White,0,44, United-States, <=50K
54,9, Divorced, Exec-managerial, Unmarried, White,0,45, United-States, <=50K
39,10, Never-married, Transport-moving, Unmarried, White,0,40, United-States, <=50K
24,10, Never-married, Machine-op-inspct, Own-child, White,0,40, United-States, <=50K
21,9, Never-married, Adm-clerical, Own-child, White,0,44, United-States, <=50K
23,5, Never-married, Other-service, Unmarried, Black,0,30, United-States, <=50K
54,9, Divorced, Adm-clerical, Unmarried, White,0,42, United-States, <=50K
23,14, Never-married, Sales, Not-in-family, White,0,20, United-States, <=50K
39,9, Divorced, Machine-op-inspct, Unmarried, White,1726,40, United-States, <=50K
23,10, Never-married, Prof-specialty, Not-in-family, White,0,25, United-States, <=50K
67,9, Widowed, ?, Other-relative, White,0,8, United-States, <=50K
19,7, Married-civ-spouse, ?, Wife, Asian-Pac-Islander,0,40, Laos, <=50K
41,10, Married-civ-spouse, Machine-op-inspct, Husband, Black,1902,40, United-States, >50K
32,7, Never-married, Other-service, Not-in-family, Black,0,40, United-States, <=50K
57,9, Married-civ-spouse, Craft-repair, Husband, White,0,40, United-States, <=50K
18,9, Never-married, Adm-clerical, Other-relative, White,0,30, United-States, <=50K
60,16, Married-civ-spouse, Prof-specialty, Husband, White,0,60, United-States, >50K
21,10, Never-married, Machine-op-inspct, Own-child, White,0,40, United-States, <=50K
53,10, Widowed, Adm-clerical, Other-relative, White,0,22, United-States, <=50K
38,13, Married-civ-spouse, Exec-managerial, Husband, White,0,55, United-States, >50K
21,10, Never-married, Handlers-cleaners, Not-in-family, White,0,40, United-States, <=50K
53,16, Divorced, Exec-managerial, Not-in-family, White,0,55, United-States, >50K
24,9, Never-married, Craft-repair, Not-in-family, White,0,40, United-States, <=50K
36,12, Married-civ-spouse, Other-service, Husband, White,0,40, United-States, <=50K
29,14, Never-married, Exec-managerial, Not-in-family, Black,0,60, United-States, <=50K
23,10, Never-married, Sales, Not-in-family, White,0,40, United-States, <=50K
44,10, Married-civ-spouse, Exec-managerial, Husband, White,0,50, United-States, <=50K
32,14, Married-civ-spouse, Prof-specialty, Husband, White,0,48, United-States, <=50K
25,13, Never-married, Exec-managerial, Not-in-family, White,0,50, United-States, <=50K
